Model,Tool,CardP,CardT,CardA,PTime,TTime,ConstP,NBP,NBT,TotalTime,Time,Mem,Status
ResAllocation-PT-R003C010,itstools,60,40,174,6,5,0,30,10,135,72,00,OK
ResAllocation-PT-R003C015,itstools,90,60,264,7,5,0,45,15,178,77,00,OK
ResAllocation-PT-R003C020,itstools,120,80,354,7,5,0,60,20,153,78,00,OK
ResAllocation-PT-R003C050,itstools,300,200,894,8,8,0,150,50,223,83,00,OK
ResAllocation-PT-R003C100,itstools,600,400,1794,15,11,0,300,100,269,88,00,OK
ResAllocation-PT-R005C002,itstools,20,12,50,5,4,0,10,2,116,70,00,OK
ResAllocation-PT-R010C002,itstools,40,22,100,5,5,0,20,2,132,71,00,OK
ResAllocation-PT-R015C002,itstools,60,32,150,7,4,0,30,2,139,75,00,OK
ResAllocation-PT-R020C002,itstools,80,42,200,5,5,0,40,2,135,72,00,OK
ResAllocation-PT-R050C002,itstools,200,102,500,7,7,0,100,2,178,78,00,OK
ResAllocation-PT-R100C002,itstools,400,202,1000,12,10,0,200,2,240,85,00,OK
Ring-PT-none,itstools,139,87,410,7,7,6,58,12,138,76,00,OK
RingSingleMessageInMbox-PT-d0m005,itstools,385,59,236,6,5,329,5,8,149,74,00,OK
RingSingleMessageInMbox-PT-d0m010,itstools,385,59,236,7,6,329,5,8,157,74,00,OK
RingSingleMessageInMbox-PT-d0m020,itstools,385,59,236,7,7,329,5,8,161,78,00,OK
RingSingleMessageInMbox-PT-d0m040,itstools,385,59,236,7,6,329,5,8,146,73,00,OK
RingSingleMessageInMbox-PT-d0m080,itstools,385,59,236,6,8,329,5,8,145,73,00,OK
RingSingleMessageInMbox-PT-d0m160,itstools,385,59,236,7,6,329,5,8,142,73,00,OK
RingSingleMessageInMbox-PT-d1m005,itstools,6690,11934,47736,668,100,4305,5,9554,1433,2005,02,OK
RingSingleMessageInMbox-PT-d1m010,itstools,6690,11934,47736,706,121,4305,5,9554,1574,2021,02,OK
RingSingleMessageInMbox-PT-d1m020,itstools,6690,11934,47736,707,115,4305,5,9554,1446,2009,02,OK
RingSingleMessageInMbox-PT-d1m040,itstools,6690,11934,47736,717,105,4305,5,9554,1491,2008,02,OK
RingSingleMessageInMbox-PT-d1m080,itstools,6690,11934,47736,690,117,4305,5,9554,1558,2017,02,OK
RingSingleMessageInMbox-PT-d1m160,itstools,6690,11934,47736,736,119,4305,5,9554,1534,2016,02,OK
RingSingleMessageInMbox-PT-d2m005,itstools,66950,213625,854500,-1,-1,36863,0,0,120000,-1,-1,TO
RingSingleMessageInMbox-PT-d2m010,itstools,66950,213625,854500,-1,-1,36863,0,0,120000,-1,-1,TO
RingSingleMessageInMbox-PT-d2m020,itstools,66950,213625,854500,-1,-1,36863,0,0,120000,-1,-1,TO
RingSingleMessageInMbox-PT-d2m040,itstools,66950,213625,854500,-1,-1,36863,0,0,120000,-1,-1,TO
RingSingleMessageInMbox-PT-d2m080,itstools,66950,213625,854500,-1,-1,36863,0,0,120000,-1,-1,TO
RingSingleMessageInMbox-PT-d2m160,itstools,66950,213625,854500,-1,-1,36863,0,0,120000,-1,-1,TO
RobotManipulation-PT-00001,itstools,15,11,34,5,4,0,6,2,107,68,00,OK
RobotManipulation-PT-00002,itstools,15,11,34,4,5,0,6,2,103,70,00,OK
RobotManipulation-PT-00005,itstools,15,11,34,4,4,0,6,2,101,65,00,OK
RobotManipulation-PT-00010,itstools,15,11,34,4,5,0,6,2,101,69,00,OK
RobotManipulation-PT-00020,itstools,15,11,34,5,4,0,6,2,105,68,00,OK
RobotManipulation-PT-00050,itstools,15,11,34,4,4,0,6,2,105,70,00,OK
RobotManipulation-PT-00100,itstools,15,11,34,4,4,0,6,2,105,69,00,OK
RobotManipulation-PT-00200,itstools,15,11,34,5,4,0,6,2,124,74,00,OK
RobotManipulation-PT-00500,itstools,15,11,34,5,4,0,6,2,110,70,00,OK
RobotManipulation-PT-01000,itstools,15,11,34,4,5,0,6,2,102,70,00,OK
RobotManipulation-PT-02000,itstools,15,11,34,5,4,0,6,2,102,66,00,OK
RobotManipulation-PT-05000,itstools,15,11,34,5,5,0,6,2,107,69,00,OK
RobotManipulation-PT-10000,itstools,15,11,34,5,5,0,6,2,103,68,00,OK
RwMutex-PT-r0010w0010,itstools,50,40,300,6,5,0,30,20,143,72,00,OK
RwMutex-PT-r0010w0020,itstools,70,60,540,9,5,0,40,30,146,73,00,OK
RwMutex-PT-r0010w0050,itstools,130,120,1260,11,8,0,70,60,170,76,00,OK
RwMutex-PT-r0010w0100,itstools,230,220,2460,19,7,0,120,110,216,80,00,OK
RwMutex-PT-r0010w0500,itstools,1030,1020,12060,143,20,0,520,510,419,1000,01,OK
RwMutex-PT-r0010w1000,itstools,2030,2020,24060,270,20,0,1020,1010,738,1037,01,OK
RwMutex-PT-r0010w2000,itstools,4030,4020,48060,734,21,0,2020,2010,1296,1094,01,OK
RwMutex-PT-r0020w0010,itstools,80,60,560,8,6,0,50,30,141,71,00,OK
RwMutex-PT-r0100w0010,itstools,320,220,2640,11,6,0,210,110,180,78,00,OK
RwMutex-PT-r0500w0010,itstools,1520,1020,13040,25,18,0,1010,510,352,93,00,OK
RwMutex-PT-r1000w0010,itstools,3020,2020,26040,59,17,0,2010,1010,501,1009,01,OK
RwMutex-PT-r2000w0010,itstools,6020,4020,52040,81,35,0,4010,2010,648,1027,01,OK
SafeBus-COL-03,itstools,60,97,556,7,5,6,17,31,413,1000,01,OK
SafeBus-COL-06,itstools,150,463,2962,16,13,12,29,133,461,1004,01,OK
SafeBus-COL-10,itstools,326,1651,11294,24,18,20,45,381,503,1008,01,OK
SafeBus-COL-15,itstools,636,4801,34264,60,68,30,65,871,613,1020,01,OK
SafeBus-COL-20,itstools,1046,10501,76784,142,90,40,85,1561,810,1041,01,OK
SafeBus-COL-50,itstools,5606,140251,1078454,872,971,100,205,9901,3562,4020,04,OK
SafeBus-COL-80,itstools,13766,550801,4295924,7984,6299,160,325,25441,18675,19058,19,OK
SafeBus-PT-03,itstools,57,91,541,10,8,3,17,31,157,74,00,OK
SafeBus-PT-06,itstools,144,451,2968,14,13,6,29,133,199,1004,01,OK
SafeBus-PT-10,itstools,316,1631,11384,37,31,10,45,381,343,92,00,OK
SafeBus-PT-15,itstools,621,4771,34549,96,80,15,65,871,609,1021,01,OK
SafeBus-PT-20,itstools,1026,10461,77364,212,197,20,85,1561,1019,1060,01,OK
SatelliteMemory-PT-X00100Y0003,itstools,13,10,40,5,5,1,6,4,123,73,00,OK
SatelliteMemory-PT-X01000Y0032,itstools,13,10,40,4,5,1,6,4,106,67,00,OK
SatelliteMemory-PT-X01500Y0046,itstools,13,10,40,5,5,1,6,4,109,70,00,OK
SatelliteMemory-PT-X03000Y0094,itstools,13,10,40,4,5,1,6,4,120,72,00,OK
SatelliteMemory-PT-X65535Y2048,itstools,13,10,40,4,5,1,6,4,109,70,00,OK
SemanticWebServices-PT-S064P06,itstools,97,164,661,10,5,2,25,3,183,75,00,OK
SemanticWebServices-PT-S064P09,itstools,100,164,719,7,5,2,28,3,162,77,00,OK
SemanticWebServices-PT-S064P12,itstools,104,158,863,9,5,2,35,3,169,77,00,OK
SemanticWebServices-PT-S064P15,itstools,118,194,1007,8,4,2,37,3,159,74,00,OK
SemanticWebServices-PT-S064P18,itstools,154,236,1265,11,5,2,52,3,185,78,00,OK
SemanticWebServices-PT-S128P06,itstools,262,1328,9727,17,6,82,22,73,310,92,00,OK
SemanticWebServices-PT-S128P09,itstools,242,946,6609,14,7,64,28,34,267,88,00,OK
SemanticWebServices-PT-S128P12,itstools,191,414,1559,14,8,2,36,42,199,82,00,OK
SemanticWebServices-PT-S128P15,itstools,188,416,1593,13,7,2,37,36,203,79,00,OK
SemanticWebServices-PT-S128P18,itstools,184,466,1873,14,6,2,51,55,212,81,00,OK
SemanticWebServices-PT-S256P06,itstools,439,14102,130267,24,21,65,16,527,832,1047,01,OK
SemanticWebServices-PT-S256P09,itstools,418,27524,270595,28,25,59,22,857,1210,1081,01,OK
SemanticWebServices-PT-S256P12,itstools,356,20464,190527,28,32,14,34,1076,1042,1069,01,OK
SemanticWebServices-PT-S256P15,itstools,329,29492,267319,34,33,5,36,1613,1218,1083,01,OK
SemanticWebServices-PT-S256P18,itstools,198,9732,78799,26,23,2,51,850,666,1031,01,OK
ServersAndClients-PT-100020,itstools,2421,4200,12800,91,36,0,221,2000,529,1013,01,OK
ServersAndClients-PT-100040,itstools,4441,8200,24800,111,46,0,241,4000,616,1021,01,OK
ServersAndClients-PT-100080,itstools,8481,16200,48800,275,65,0,281,8000,1009,1061,01,OK
ServersAndClients-PT-100160,itstools,16561,32200,96800,381,131,0,361,16000,1355,1097,01,OK
ServersAndClients-PT-100320,itstools,32721,64200,192800,726,232,0,521,32000,2243,2087,02,OK
ServersAndClients-PT-200040,itstools,8841,16400,49600,264,53,0,441,8000,1015,1065,01,OK
ServersAndClients-PT-200080,itstools,16881,32400,97600,503,114,0,481,16000,1741,2035,02,OK
ServersAndClients-PT-200160,itstools,32961,64400,193600,856,200,0,561,32000,2439,3006,03,OK
ServersAndClients-PT-200320,itstools,65121,128400,385600,1710,415,0,721,64000,4208,4093,04,OK
ServersAndClients-PT-400080,itstools,33681,64800,195200,1249,238,0,881,32000,2765,3042,03,OK
ServersAndClients-PT-400160,itstools,65761,128800,387200,2330,456,0,961,64000,4911,5062,05,OK
SharedMemory-COL-000005,itstools,46,60,220,5,5,5,11,25,377,1000,01,OK
SharedMemory-COL-000010,itstools,141,220,840,10,8,10,21,100,379,99,00,OK
SharedMemory-COL-000020,itstools,481,840,3280,26,8,20,41,400,429,1005,01,OK
SharedMemory-COL-000050,itstools,2701,5100,20200,203,27,50,101,2500,722,1034,01,OK
SharedMemory-COL-000100,itstools,10401,20200,80400,1623,54,100,201,10000,2305,2095,02,OK
SharedMemory-COL-000200,itstools,40801,80400,320800,23908,239,200,401,40000,25274,25089,25,OK
SharedMemory-COL-000500,itstools,252001,501000,2002000,-1,-1,500,0,0,120000,-1,-1,TO
SharedMemory-COL-001000,itstools,1004001,2002000,8004000,-1,-1,1000,0,0,120000,-1,-1,TO
SharedMemory-COL-002000,itstools,4008001,8004000,32008000,-1,-1,2000,0,0,120000,-1,-1,TO
SharedMemory-COL-005000,itstools,-1,-1,-1,-1,-1,0,0,0,120000,-1,-1,TO
SharedMemory-COL-010000,itstools,-1,-1,-1,-1,-1,0,0,0,120000,-1,-1,TO
SharedMemory-COL-020000,itstools,-1,-1,-1,-1,-1,0,0,0,120000,-1,-1,TO
SharedMemory-COL-050000,itstools,-1,-1,-1,-1,-1,0,0,0,738,1040,01,OK
SharedMemory-COL-100000,itstools,-1,-1,-1,-1,-1,0,0,0,120000,-1,-1,TO
SharedMemory-PT-000005,itstools,41,55,200,6,5,0,11,25,138,73,00,OK
SharedMemory-PT-000010,itstools,131,210,800,11,7,0,21,100,163,77,00,OK
SharedMemory-PT-000020,itstools,461,820,3200,31,10,0,41,400,265,84,00,OK
SharedMemory-PT-000050,itstools,2651,5050,20000,236,22,0,101,2500,588,1017,01,OK
SharedMemory-PT-000100,itstools,10301,20100,80000,1493,51,0,201,10000,2317,2090,02,OK
SharedMemory-PT-000200,itstools,40601,80200,320000,22740,294,0,401,40000,24767,25040,25,OK
ShieldIIPs-PT-001A,itstools,28,27,114,6,6,0,10,9,118,71,00,OK
ShieldIIPs-PT-001B,itstools,63,62,184,7,7,0,10,9,139,75,00,OK
ShieldIIPs-PT-002A,itstools,53,51,222,6,8,0,19,17,129,71,00,OK
ShieldIIPs-PT-002B,itstools,123,121,362,7,7,0,19,17,145,78,00,OK
ShieldIIPs-PT-003A,itstools,78,75,330,6,9,0,28,25,138,72,00,OK
ShieldIIPs-PT-003B,itstools,183,180,540,7,9,0,28,25,151,79,00,OK
ShieldIIPs-PT-004A,itstools,103,99,438,6,9,0,37,33,151,78,00,OK
ShieldIIPs-PT-004B,itstools,243,239,718,10,8,0,37,33,178,79,00,OK
ShieldIIPs-PT-005A,itstools,128,123,546,9,10,0,46,41,167,76,00,OK
ShieldIIPs-PT-005B,itstools,303,298,896,10,12,0,46,41,185,80,00,OK
ShieldIIPs-PT-010A,itstools,253,243,1086,11,13,0,91,81,194,83,00,OK
ShieldIIPs-PT-010B,itstools,603,593,1786,15,23,0,91,81,235,87,00,OK
ShieldIIPs-PT-020A,itstools,503,483,2166,12,27,0,181,161,252,86,00,OK
ShieldIIPs-PT-020B,itstools,1203,1183,3566,18,45,0,181,161,334,95,00,OK
ShieldIIPs-PT-030A,itstools,753,723,3246,17,39,0,271,241,308,99,00,OK
ShieldIIPs-PT-030B,itstools,1803,1773,5346,23,42,0,271,241,419,1006,01,OK
ShieldIIPs-PT-040A,itstools,1003,963,4326,13,33,0,361,321,260,90,00,OK
ShieldIIPs-PT-040B,itstools,2403,2363,7126,29,98,0,361,321,508,1013,01,OK
ShieldIIPs-PT-050A,itstools,1253,1203,5406,19,65,0,451,401,346,96,00,OK
ShieldIIPs-PT-050B,itstools,3003,2953,8906,28,76,0,451,401,626,1023,01,OK
ShieldIIPs-PT-100A,itstools,2503,2403,10806,25,160,0,901,801,613,1020,01,OK
ShieldIIPs-PT-100B,itstools,6003,5903,17806,55,146,0,901,801,924,1058,01,OK
ShieldIIPt-PT-001A,itstools,22,17,66,4,6,0,10,4,116,73,00,OK
ShieldIIPt-PT-001B,itstools,73,68,168,6,5,0,10,5,140,70,00,OK
ShieldIIPt-PT-002A,itstools,41,31,126,5,5,0,19,8,120,70,00,OK
ShieldIIPt-PT-002B,itstools,143,133,330,6,6,0,19,9,148,72,00,OK
ShieldIIPt-PT-003A,itstools,60,45,186,5,6,0,28,12,119,67,00,OK
ShieldIIPt-PT-003B,itstools,213,198,492,8,8,0,28,13,158,72,00,OK
ShieldIIPt-PT-004A,itstools,79,59,246,6,6,0,37,16,126,69,00,OK
ShieldIIPt-PT-004B,itstools,283,263,654,10,7,0,37,17,162,79,00,OK
ShieldIIPt-PT-005A,itstools,98,73,306,6,7,0,46,20,130,72,00,OK
ShieldIIPt-PT-005B,itstools,353,328,816,10,10,0,46,21,181,75,00,OK
ShieldIIPt-PT-010A,itstools,193,143,606,7,9,0,91,40,144,74,00,OK
ShieldIIPt-PT-010B,itstools,703,653,1626,12,15,0,91,41,223,79,00,OK
ShieldIIPt-PT-020A,itstools,383,283,1206,8,14,0,181,80,189,1001,01,OK
ShieldIIPt-PT-020B,itstools,1403,1303,3246,19,20,0,181,81,302,93,00,OK
ShieldIIPt-PT-030A,itstools,573,423,1806,12,13,0,271,120,207,75,00,OK
ShieldIIPt-PT-030B,itstools,2103,1953,4866,27,32,0,271,121,397,99,00,OK
ShieldIIPt-PT-040A,itstools,763,563,2406,15,29,0,361,160,271,86,00,OK
ShieldIIPt-PT-040B,itstools,2803,2603,6486,26,39,0,361,161,487,1010,01,OK
ShieldIIPt-PT-050A,itstools,953,703,3006,14,23,0,451,200,235,81,00,OK
ShieldIIPt-PT-050B,itstools,3503,3253,8106,33,42,0,451,201,514,1022,01,OK
ShieldIIPt-PT-100A,itstools,1903,1403,6006,26,59,0,901,0,416,1010,01,OK
ShieldIIPt-PT-100B,itstools,7003,6503,16206,51,93,0,901,401,826,1047,01,OK
ShieldPPPs-PT-001A,itstools,34,29,106,5,5,0,12,7,112,67,00,OK
ShieldPPPs-PT-001B,itstools,71,66,180,7,7,0,12,7,125,70,00,OK
ShieldPPPs-PT-002A,itstools,65,55,206,6,6,0,23,13,119,1006,01,OK
ShieldPPPs-PT-002B,itstools,139,129,354,6,8,0,23,13,140,68,00,OK
ShieldPPPs-PT-003A,itstools,96,81,306,6,9,0,34,19,134,67,00,OK
ShieldPPPs-PT-003B,itstools,207,192,528,9,9,0,34,19,161,69,00,OK
ShieldPPPs-PT-004A,itstools,127,107,406,7,7,0,45,25,137,67,00,OK
ShieldPPPs-PT-004B,itstools,275,255,702,8,9,0,45,25,172,73,00,OK
ShieldPPPs-PT-005A,itstools,158,133,506,7,8,0,56,31,159,72,00,OK
ShieldPPPs-PT-005B,itstools,343,318,876,11,11,0,56,31,205,76,00,OK
ShieldPPPs-PT-010A,itstools,313,263,1006,10,11,0,111,61,218,80,00,OK
ShieldPPPs-PT-010B,itstools,683,633,1746,18,16,0,111,61,214,82,00,OK
ShieldPPPs-PT-020A,itstools,623,523,2006,15,18,0,221,121,244,87,00,OK
ShieldPPPs-PT-020B,itstools,1363,1263,3486,25,26,0,221,121,287,84,00,OK
ShieldPPPs-PT-030A,itstools,933,783,3006,12,36,0,331,181,288,90,00,OK
ShieldPPPs-PT-030B,itstools,2043,1893,5226,32,68,0,331,181,475,1005,01,OK
ShieldPPPs-PT-040A,itstools,1243,1043,4006,23,37,0,441,241,344,93,00,OK
ShieldPPPs-PT-040B,itstools,2723,2523,6966,25,80,0,441,241,534,1015,01,OK
ShieldPPPs-PT-050A,itstools,1553,1303,5006,13,45,0,551,301,315,90,00,OK
ShieldPPPs-PT-050B,itstools,3403,3153,8706,43,91,0,551,301,581,1017,01,OK
ShieldPPPs-PT-100A,itstools,3103,2603,10006,33,86,0,1101,601,539,1013,01,OK
ShieldPPPs-PT-100B,itstools,6803,6303,17406,56,234,0,1101,601,1100,1074,01,OK
ShieldPPPt-PT-001A,itstools,28,21,78,4,4,0,12,4,114,70,00,OK
ShieldPPPt-PT-001B,itstools,81,74,184,6,6,0,12,5,121,69,00,OK
ShieldPPPt-PT-002A,itstools,53,39,150,5,5,0,23,8,118,72,00,OK
ShieldPPPt-PT-002B,itstools,159,145,362,6,6,0,23,9,136,73,00,OK
ShieldPPPt-PT-003A,itstools,78,57,222,6,7,0,34,12,126,68,00,OK
ShieldPPPt-PT-003B,itstools,237,216,540,9,7,0,34,13,155,71,00,OK
ShieldPPPt-PT-004A,itstools,103,75,294,6,6,0,45,16,129,69,00,OK
ShieldPPPt-PT-004B,itstools,315,287,718,9,9,0,45,17,175,77,00,OK
ShieldPPPt-PT-005A,itstools,128,93,366,6,7,0,56,20,143,74,00,OK
ShieldPPPt-PT-005B,itstools,393,358,896,11,7,0,56,21,165,74,00,OK
ShieldPPPt-PT-010A,itstools,253,183,726,8,7,0,111,40,151,74,00,OK
ShieldPPPt-PT-010B,itstools,783,713,1786,21,15,0,111,41,259,83,00,OK
ShieldPPPt-PT-020A,itstools,503,363,1446,10,13,0,221,80,229,80,00,OK
ShieldPPPt-PT-020B,itstools,1563,1423,3566,22,35,0,221,81,381,97,00,OK
ShieldPPPt-PT-030A,itstools,753,543,2166,18,21,0,331,120,225,80,00,OK
ShieldPPPt-PT-030B,itstools,2343,2133,5346,22,28,0,331,121,421,98,00,OK
ShieldPPPt-PT-040A,itstools,1003,723,2886,19,29,0,441,160,301,89,00,OK
ShieldPPPt-PT-040B,itstools,3123,2843,7126,34,57,0,441,161,550,1012,01,OK
ShieldPPPt-PT-050A,itstools,1253,903,3606,21,39,0,551,200,345,95,00,OK
ShieldPPPt-PT-050B,itstools,3903,3553,8906,36,57,0,551,201,632,1026,01,OK
ShieldPPPt-PT-100A,itstools,2503,1803,7206,19,58,0,1101,400,435,1003,01,OK
ShieldPPPt-PT-100B,itstools,7803,7103,17806,55,113,0,1101,401,949,1053,01,OK
ShieldRVs-PT-001A,itstools,17,22,92,5,6,0,5,10,114,66,00,OK
ShieldRVs-PT-001B,itstools,43,48,144,5,5,0,5,10,114,69,00,OK
ShieldRVs-PT-002A,itstools,31,41,184,6,6,0,9,19,116,68,00,OK
ShieldRVs-PT-002B,itstools,83,93,288,6,9,0,9,19,140,70,00,OK
ShieldRVs-PT-003A,itstools,45,60,276,6,7,0,13,28,129,71,00,OK
ShieldRVs-PT-003B,itstools,123,138,432,7,9,0,13,28,143,72,00,OK
ShieldRVs-PT-004A,itstools,59,79,368,6,8,0,17,37,145,76,00,OK
ShieldRVs-PT-004B,itstools,163,183,576,8,10,0,17,37,147,71,00,OK
ShieldRVs-PT-005A,itstools,73,98,460,6,8,0,21,46,156,74,00,OK
ShieldRVs-PT-005B,itstools,203,228,720,10,10,0,21,46,152,74,00,OK
ShieldRVs-PT-010A,itstools,143,193,920,8,14,0,41,91,180,73,00,OK
ShieldRVs-PT-010B,itstools,403,453,1440,10,13,0,41,91,176,80,00,OK
ShieldRVs-PT-020A,itstools,283,383,1840,10,23,0,81,181,203,79,00,OK
ShieldRVs-PT-020B,itstools,803,903,2880,22,26,0,81,181,273,89,00,OK
ShieldRVs-PT-030A,itstools,423,573,2760,13,33,0,121,271,246,86,00,OK
ShieldRVs-PT-030B,itstools,1203,1353,4320,25,82,0,121,271,389,97,00,OK
ShieldRVs-PT-040A,itstools,563,763,3680,12,32,0,161,361,233,80,00,OK
ShieldRVs-PT-040B,itstools,1603,1803,5760,25,103,0,161,361,449,1008,01,OK
ShieldRVs-PT-050A,itstools,703,953,4600,13,52,0,201,451,269,86,00,OK
ShieldRVs-PT-050B,itstools,2003,2253,7200,28,87,0,201,451,419,1002,01,OK
ShieldRVs-PT-100A,itstools,1403,1903,9200,21,167,0,401,901,478,1005,01,OK
ShieldRVs-PT-100B,itstools,4003,4503,14400,39,178,0,401,901,735,1032,01,OK
ShieldRVt-PT-001A,itstools,11,11,40,5,4,0,5,4,106,74,00,OK
ShieldRVt-PT-001B,itstools,53,53,124,6,6,0,5,5,123,69,00,OK
ShieldRVt-PT-002A,itstools,19,19,74,5,4,0,9,8,107,69,00,OK
ShieldRVt-PT-002B,itstools,103,103,242,7,7,0,9,9,138,71,00,OK
ShieldRVt-PT-003A,itstools,27,27,108,4,4,0,13,12,115,71,00,OK
ShieldRVt-PT-003B,itstools,153,153,360,7,7,0,13,13,140,73,00,OK
ShieldRVt-PT-004A,itstools,35,35,142,5,5,0,17,16,122,72,00,OK
ShieldRVt-PT-004B,itstools,203,203,478,8,7,0,17,17,156,75,00,OK
ShieldRVt-PT-005A,itstools,43,43,176,5,7,0,21,20,127,70,00,OK
ShieldRVt-PT-005B,itstools,253,253,596,9,6,0,21,21,150,72,00,OK
ShieldRVt-PT-010A,itstools,83,83,346,6,8,0,41,40,137,74,00,OK
ShieldRVt-PT-010B,itstools,503,503,1186,13,12,0,41,41,186,75,00,OK
ShieldRVt-PT-020A,itstools,163,163,686,9,11,0,81,80,163,71,00,OK
ShieldRVt-PT-020B,itstools,1003,1003,2366,16,22,0,81,81,262,88,00,OK
ShieldRVt-PT-030A,itstools,243,243,1026,8,14,0,121,120,180,79,00,OK
ShieldRVt-PT-030B,itstools,1503,1503,3546,22,41,0,121,121,354,94,00,OK
ShieldRVt-PT-040A,itstools,323,323,1366,11,15,0,161,0,196,76,00,OK
ShieldRVt-PT-040B,itstools,2003,2003,4726,20,49,0,161,161,403,96,00,OK
ShieldRVt-PT-050A,itstools,403,403,1706,12,16,0,201,0,209,83,00,OK
ShieldRVt-PT-050B,itstools,2503,2503,5906,37,55,0,201,201,501,1011,01,OK
ShieldRVt-PT-100A,itstools,803,803,3406,16,19,0,401,0,280,88,00,OK
ShieldRVt-PT-100B,itstools,5003,5003,11806,36,73,0,401,401,738,1032,01,OK
SieveSingleMsgMbox-PT-d0m04,itstools,262,73,292,7,6,190,6,7,152,72,00,OK
SieveSingleMsgMbox-PT-d0m06,itstools,262,73,292,9,5,190,6,7,152,72,00,OK
SieveSingleMsgMbox-PT-d0m18,itstools,262,73,292,7,5,190,6,7,162,76,00,OK
SieveSingleMsgMbox-PT-d0m36,itstools,262,73,292,7,6,190,6,7,152,80,00,OK
SieveSingleMsgMbox-PT-d0m64,itstools,262,73,292,8,9,190,6,7,145,72,00,OK
SieveSingleMsgMbox-PT-d0m96,itstools,262,73,292,7,6,190,6,7,151,78,00,OK
SieveSingleMsgMbox-PT-d1m04,itstools,1295,749,2996,15,18,1036,6,496,243,85,00,OK
SieveSingleMsgMbox-PT-d1m06,itstools,1295,749,2996,23,27,1036,6,496,285,90,00,OK
SieveSingleMsgMbox-PT-d1m18,itstools,1295,749,2996,24,25,1036,6,496,269,89,00,OK
SieveSingleMsgMbox-PT-d1m36,itstools,1295,749,2996,22,29,1036,6,496,246,86,00,OK
SieveSingleMsgMbox-PT-d1m64,itstools,1295,749,2996,25,19,1036,6,496,273,90,00,OK
SieveSingleMsgMbox-PT-d1m96,itstools,1295,749,2996,25,28,1036,6,496,288,89,00,OK
SieveSingleMsgMbox-PT-d2m04,itstools,2398,1954,7816,32,70,1984,6,1546,402,1001,01,OK
SieveSingleMsgMbox-PT-d2m06,itstools,2398,1954,7816,52,42,1984,6,1546,410,1001,01,OK
SieveSingleMsgMbox-PT-d2m18,itstools,2398,1954,7816,48,52,1984,6,1546,437,1004,01,OK
SieveSingleMsgMbox-PT-d2m36,itstools,2398,1954,7816,30,38,1984,6,1546,353,98,00,OK
SieveSingleMsgMbox-PT-d2m64,itstools,2398,1954,7816,44,35,1984,6,1546,420,1003,01,OK
SieveSingleMsgMbox-PT-d2m96,itstools,2398,1954,7816,36,62,1984,6,1546,392,99,00,OK
SimpleLoadBal-PT-02,itstools,32,45,252,5,6,0,13,16,124,70,00,OK
SimpleLoadBal-PT-05,itstools,59,180,1158,9,8,0,19,100,183,75,00,OK
SimpleLoadBal-PT-10,itstools,104,605,4148,19,17,0,29,400,258,85,00,OK
SimpleLoadBal-PT-15,itstools,149,1280,8988,29,26,0,39,900,300,92,00,OK
SimpleLoadBal-PT-20,itstools,194,2205,15678,22,59,0,0,1600,399,1000,01,OK
SmallOperatingSystem-PT-MT0016DC0008,itstools,9,8,27,4,5,0,4,3,114,71,00,OK
SmallOperatingSystem-PT-MT0032DC0008,itstools,9,8,27,5,5,0,4,3,117,71,00,OK
SmallOperatingSystem-PT-MT0032DC0016,itstools,9,8,27,4,4,0,4,3,105,68,00,OK
SmallOperatingSystem-PT-MT0064DC0016,itstools,9,8,27,4,5,0,4,3,106,68,00,OK
SmallOperatingSystem-PT-MT0064DC0032,itstools,9,8,27,5,4,0,4,3,107,68,00,OK
SmallOperatingSystem-PT-MT0128DC0032,itstools,9,8,27,4,4,0,4,3,109,71,00,OK
SmallOperatingSystem-PT-MT0128DC0064,itstools,9,8,27,4,5,0,4,3,114,70,00,OK
SmallOperatingSystem-PT-MT0256DC0064,itstools,9,8,27,4,4,0,4,3,105,65,00,OK
SmallOperatingSystem-PT-MT0256DC0128,itstools,9,8,27,4,4,0,4,3,118,70,00,OK
SmallOperatingSystem-PT-MT0512DC0128,itstools,9,8,27,4,4,0,4,3,110,72,00,OK
SmallOperatingSystem-PT-MT0512DC0256,itstools,9,8,27,5,4,0,4,3,106,68,00,OK
SmallOperatingSystem-PT-MT1024DC0256,itstools,9,8,27,4,5,0,4,3,105,70,00,OK
SmallOperatingSystem-PT-MT1024DC0512,itstools,9,8,27,4,4,0,4,3,111,67,00,OK
SmallOperatingSystem-PT-MT2048DC0512,itstools,9,8,27,4,4,0,4,3,110,71,00,OK
SmallOperatingSystem-PT-MT2048DC1024,itstools,9,8,27,5,4,0,4,3,110,73,00,OK
SmallOperatingSystem-PT-MT4096DC1024,itstools,9,8,27,4,4,0,4,3,110,70,00,OK
SmallOperatingSystem-PT-MT4096DC2048,itstools,9,8,27,5,4,0,4,3,107,73,00,OK
SmallOperatingSystem-PT-MT8192DC2048,itstools,9,8,27,5,4,0,4,3,111,67,00,OK
SmallOperatingSystem-PT-MT8192DC4096,itstools,9,8,27,4,5,0,4,3,108,68,00,OK
SmartHome-PT-01,itstools,38,113,321,5,4,0,15,11,153,75,00,OK
SmartHome-PT-02,itstools,41,127,359,6,5,0,17,12,161,75,00,OK
SmartHome-PT-03,itstools,45,145,405,5,6,0,19,14,152,78,00,OK
SmartHome-PT-04,itstools,139,159,361,8,5,17,7,25,134,71,00,OK
SmartHome-PT-05,itstools,213,245,557,9,8,17,10,41,166,77,00,OK
